item_id,title,category,subcategory,brand,description,price,content_tags,base_quality,exposure_weight,is_cold_start_item,launch_date,price_percentile
537,Roadgrip Elite Tyre 753,Automotive,Tyres,Roadgrip,"Roadgrip Elite Tyres built for home use. This Automotive product features long life and easy install construction. Part of the Roadgrip Tyres range, it is designed for students who want reliable tyres performance. Key attributes: long life, easy install, certified, oem grade, heavy duty.",1808.47,long-life|easy-install|certified|oem-grade|heavy-duty,0.5987,0.00019187260448265013,0,2025-01-01,0.6178
538,Verdant Prime Sunglasse 871,Fashion,Sunglasses,Verdant,"Verdant Prime Sunglasses built for outdoor use. This Fashion product features lightweight and leather construction. Part of the Verdant Sunglasses range, it is designed for families who want reliable sunglasses performance. Key attributes: lightweight, leather, everyday.",319.18,lightweight|leather|everyday,0.765,5.7691320926129374e-05,0,2024-10-10,0.1432
539,Brickworks Prime Puzzle 273,Toys & Games,Puzzles,Brickworks,"Brickworks Prime Puzzles built for daily use. This Toys & Games product features battery operated and collectible construction. Part of the Brickworks Puzzles range, it is designed for value-conscious shoppers who want reliable puzzles performance. Key attributes: battery operated, collectible, wooden, multiplayer, creative.",249.58,battery-operated|collectible|wooden|multiplayer|creative,0.6365,9.530879989193194e-05,0,2026-04-27,0.1032
540,Claypeak Signature Dinnerware 231,Home & Kitchen,Dinnerware,Claypeak,"Claypeak Signature Dinnerware built for daily use. This Home & Kitchen product features space saving and dishwasher safe construction. Part of the Claypeak Dinnerware range, it is designed for value-conscious shoppers who want reliable dinnerware performance. Key attributes: space saving, dishwasher safe, eco friendly, minimalist, compact.",356.58,space-saving|dishwasher-safe|eco-friendly|minimalist|compact,0.5576,0.0002649000171574016,0,2026-04-15,0.1632
541,Hearthline Signature Lighting 894,Home & Kitchen,Lighting,Hearthline,"Hearthline Signature Lighting built for daily use. This Home & Kitchen product features energy efficient and minimalist construction. Part of the Hearthline Lighting range, it is designed for frequent travellers who want reliable lighting performance. Key attributes: energy efficient, minimalist, space saving, premium finish.",906.64,energy-efficient|minimalist|space-saving|premium-finish,0.5962,3.260517338232754e-07,1,2026-06-03,0.396
542,Peakstride Advanced Camping Gear 215,Sports & Outdoors,Camping Gear,Peakstride,"Peakstride Advanced Camping Gear built for professional use. This Sports & Outdoors product features weather resistant and durable construction. Part of the Peakstride Camping Gear range, it is designed for value-conscious shoppers who want reliable camping gear performance. Key attributes: weather resistant, durable, shock absorbing.",3289.13,weather-resistant|durable|shock-absorbing,0.4955,0.0001128298491694882,0,2026-04-10,0.78
543,Grainmill Prime Condiment 922,Grocery & Gourmet,Condiments,Grainmill,"Grainmill Prime Condiments built for daily use. This Grocery & Gourmet product features single origin and wholegrain construction. Part of the Grainmill Condiments range, it is designed for families who want reliable condiments performance. Key attributes: single origin, wholegrain, high protein, gluten free, sugar free.",296.15,single-origin|wholegrain|high-protein|gluten-free|sugar-free,0.905,0.00018378129351037702,0,2025-11-28,0.1292
544,Trailmark Compact Camping Gear 506,Sports & Outdoors,Camping Gear,Trailmark,"Trailmark Compact Camping Gear built for travel. This Sports & Outdoors product features breathable and weather resistant construction. Part of the Trailmark Camping Gear range, it is designed for value-conscious shoppers who want reliable camping gear performance. Key attributes: breathable, weather resistant, lightweight, adjustable.",8441.8,breathable|weather-resistant|lightweight|adjustable,0.949,5.6881216932735135e-05,0,2025-07-01,0.9184
545,Northloom Pro Watche 934,Fashion,Watches,Northloom,"Northloom Pro Watches built for long-term use. This Fashion product features leather and slim fit construction. Part of the Northloom Watches range, it is designed for enthusiasts who want reliable watches performance. Key attributes: leather, slim fit, formal, handcrafted, casual.",299.0,leather|slim-fit|formal|handcrafted|casual,0.8517,0.00024066499656890715,0,2025-05-23,0.1334
546,Gearhaus Heritage Safety 265,Automotive,Safety,Gearhaus,"Gearhaus Heritage Safety built for professional use. This Automotive product features anti rust and high performance construction. Part of the Gearhaus Safety range, it is designed for gift shoppers who want reliable safety performance. Key attributes: anti rust, high performance, long life.",1087.71,anti-rust|high-performance|long-life,0.5896,1.7461536515532182e-06,1,2026-06-06,0.4532
547,Nutrify Prime Wellness Tech 604,Health & Wellness,Wellness Tech,Nutrify,"Nutrify Prime Wellness Tech built for daily use. This Health & Wellness product features daily use and plant based construction. Part of the Nutrify Wellness Tech range, it is designed for professionals who want reliable wellness tech performance. Key attributes: daily use, plant based, hypoallergenic.",245.27,daily-use|plant-based|hypoallergenic,0.5805,0.00012872496709339157,0,2024-09-09,0.0984
548,Brightloom Classic Cookware 945,Home & Kitchen,Cookware,Brightloom,"Brightloom Classic Cookware built for home use. This Home & Kitchen product features modular and non stick construction. Part of the Brightloom Cookware range, it is designed for enthusiasts who want reliable cookware performance. Key attributes: modular, non stick, eco friendly, compact, stainless steel.",494.52,modular|non-stick|eco-friendly|compact|stainless-steel,0.4493,0.0002275469683001155,0,2025-10-05,0.2332
549,Axlepro Ultra Safety 987,Automotive,Safety,Axlepro,"Axlepro Ultra Safety built for gifting. This Automotive product features easy install and compact construction. Part of the Axlepro Safety range, it is designed for families who want reliable safety performance. Key attributes: easy install, compact, heavy duty.",1738.87,easy-install|compact|heavy-duty,0.8272,0.0037635781128984016,0,2024-11-21,0.604
550,Axlepro Compact Electronics & GPS 993,Automotive,Electronics & GPS,Axlepro,"Axlepro Compact Electronics & GPS built for professional use. This Automotive product features anti rust and long life construction. Part of the Axlepro Electronics & GPS range, it is designed for value-conscious shoppers who want reliable electronics & gps performance. Key attributes: anti rust, long life, universal fit, high performance.",3862.27,anti-rust|long-life|universal-fit|high-performance,0.7776,6.174078657851069e-05,0,2025-01-13,0.8084
551,Verdant Max Handbag 757,Fashion,Handbags,Verdant,"Verdant Max Handbags built for professional use. This Fashion product features leather and everyday construction. Part of the Verdant Handbags range, it is designed for first-time buyers who want reliable handbags performance. Key attributes: leather, everyday, cotton, slim fit.",3731.16,leather|everyday|cotton|slim-fit,0.6519,0.00012556583181202007,0,2026-04-28,0.8052
552,Roastcraft Prime Spice 484,Grocery & Gourmet,Spices,Roastcraft,"Roastcraft Prime Spices built for home use. This Grocery & Gourmet product features artisanal and sugar free construction. Part of the Roastcraft Spices range, it is designed for enthusiasts who want reliable spices performance. Key attributes: artisanal, sugar free, organic, cold pressed.",147.39,artisanal|sugar-free|organic|cold-pressed,0.7162,0.0008009371380449181,0,2024-08-05,0.0336
553,Wellspring Lite Wellness Tech 857,Health & Wellness,Wellness Tech,Wellspring,"Wellspring Lite Wellness Tech built for home use. This Health & Wellness product features hypoallergenic and portable construction. Part of the Wellspring Wellness Tech range, it is designed for gift shoppers who want reliable wellness tech performance. Key attributes: hypoallergenic, portable, rechargeable, doctor recommended, sports nutrition.",388.55,hypoallergenic|portable|rechargeable|doctor-recommended|sports-nutrition,0.8116,0.00020035267532352247,0,2026-01-04,0.176
554,Roastcraft Heritage Breakfast 373,Grocery & Gourmet,Breakfast,Roastcraft,"Roastcraft Heritage Breakfast built for everyday convenience. This Grocery & Gourmet product features cold pressed and artisanal construction. Part of the Roastcraft Breakfast range, it is designed for value-conscious shoppers who want reliable breakfast performance. Key attributes: cold pressed, artisanal, farm sourced, high protein, no preservatives.",314.55,cold-pressed|artisanal|farm-sourced|high-protein|no-preservatives,0.6498,0.00033816100070736154,0,2025-03-29,0.142
555,Optiwave Classic Tablet 474,Electronics,Tablets,Optiwave,"Optiwave Classic Tablets built for everyday convenience. This Electronics product features professional and fast charging construction. Part of the Optiwave Tablets range, it is designed for first-time buyers who want reliable tablets performance. Key attributes: professional, fast charging, waterproof, gaming.",8962.86,professional|fast-charging|waterproof|gaming,0.8717,6.693999851185556e-05,0,2025-03-31,0.9244
556,Brickworks Elite Educational Toy 557,Toys & Games,Educational Toys,Brickworks,"Brickworks Elite Educational Toys built for everyday convenience. This Toys & Games product features age 8 plus and collectible construction. Part of the Brickworks Educational Toys range, it is designed for students who want reliable educational toys performance. Key attributes: age 8 plus, collectible, creative.",4167.02,age-8-plus|collectible|creative,0.4746,0.002058145667508807,0,2026-05-11,0.8188
557,Nutriva Ultra Organic Food 301,Grocery & Gourmet,Organic Foods,Nutriva,"Nutriva Ultra Organic Foods built for long-term use. This Grocery & Gourmet product features sugar free and high protein construction. Part of the Nutriva Organic Foods range, it is designed for professionals who want reliable organic foods performance. Key attributes: sugar free, high protein, farm sourced, cold pressed, resealable.",536.12,sugar-free|high-protein|farm-sourced|cold-pressed|resealable,0.7606,9.325185551981176e-05,0,2024-07-11,0.2496
558,Rompbox Signature Doll 983,Toys & Games,Dolls,Rompbox,"Rompbox Signature Dolls built for daily use. This Toys & Games product features family and creative construction. Part of the Rompbox Dolls range, it is designed for students who want reliable dolls performance. Key attributes: family, creative, problem solving.",581.01,family|creative|problem-solving,0.7918,9.86669856341126e-05,0,2026-05-03,0.2684
559,Optiwave Signature Smartphone 422,Electronics,Smartphones,Optiwave,"Optiwave Signature Smartphones built for outdoor use. This Electronics product features voice assistant and long battery construction. Part of the Optiwave Smartphones range, it is designed for first-time buyers who want reliable smartphones performance. Key attributes: voice assistant, long battery, fast charging.",8440.97,voice-assistant|long-battery|fast-charging,0.8807,8.029898442298629e-05,0,2025-07-28,0.918
560,Kravix Classic Tablet 662,Electronics,Tablets,Kravix,"Kravix Classic Tablets built for daily use. This Electronics product features wireless and bluetooth construction. Part of the Kravix Tablets range, it is designed for frequent travellers who want reliable tablets performance. Key attributes: wireless, bluetooth, voice assistant.",4985.05,wireless|bluetooth|voice-assistant,0.7904,6.0665343322585045e-05,0,2025-12-18,0.8492
561,Harvestly Advanced Beverage 142,Grocery & Gourmet,Beverages,Harvestly,"Harvestly Advanced Beverages built for gifting. This Grocery & Gourmet product features gluten free and no preservatives construction. Part of the Harvestly Beverages range, it is designed for families who want reliable beverages performance. Key attributes: gluten free, no preservatives, sugar free.",90.51,gluten-free|no-preservatives|sugar-free,0.4384,7.218669115672958e-05,0,2026-01-04,0.0124
562,Glowmark Advanced Skincare 333,Beauty & Personal Care,Skincare,Glowmark,"Glowmark Advanced Skincare built for professional use. This Beauty & Personal Care product features long lasting and organic construction. Part of the Glowmark Skincare range, it is designed for families who want reliable skincare performance. Key attributes: long lasting, organic, natural extracts.",545.82,long-lasting|organic|natural-extracts,0.8499,8.476211629884759e-05,0,2026-05-25,0.2528
563,Restora Max Fitness Nutrition 333,Health & Wellness,Fitness Nutrition,Restora,"Restora Max Fitness Nutrition built for travel. This Health & Wellness product features portable and sugar free construction. Part of the Restora Fitness Nutrition range, it is designed for professionals who want reliable fitness nutrition performance. Key attributes: portable, sugar free, iso certified.",3435.18,portable|sugar-free|iso-certified,0.5455,0.00021194602673434742,0,2026-03-03,0.7856
564,Brightloom Prime Small Appliance 212,Home & Kitchen,Small Appliances,Brightloom,"Brightloom Prime Small Appliances built for long-term use. This Home & Kitchen product features handcrafted and compact construction. Part of the Brightloom Small Appliances range, it is designed for enthusiasts who want reliable small appliances performance. Key attributes: handcrafted, compact, premium finish, modular, eco friendly.",1094.55,handcrafted|compact|premium-finish|modular|eco-friendly,0.6556,0.0004027131586942142,0,2026-02-22,0.4552
565,Drivemax Pro Bike Accessorie 850,Automotive,Bike Accessories,Drivemax,"Drivemax Pro Bike Accessories built for gifting. This Automotive product features long life and certified construction. Part of the Drivemax Bike Accessories range, it is designed for students who want reliable bike accessories performance. Key attributes: long life, certified, heavy duty, weatherproof.",1317.63,long-life|certified|heavy-duty|weatherproof,0.7733,0.00021164155034646804,0,2025-02-11,0.5172
566,Lumitek Everyday Camera 319,Electronics,Cameras,Lumitek,"Lumitek Everyday Cameras built for home use. This Electronics product features long battery and wireless construction. Part of the Lumitek Cameras range, it is designed for first-time buyers who want reliable cameras performance. Key attributes: long battery, wireless, voice assistant, professional.",9148.86,long-battery|wireless|voice-assistant|professional,0.6407,8.121153036595335e-05,0,2026-04-24,0.926
567,Gearhaus Max Car Care 890,Automotive,Car Care,Gearhaus,"Gearhaus Max Car Care built for home use. This Automotive product features all terrain and high performance construction. Part of the Gearhaus Car Care range, it is designed for first-time buyers who want reliable car care performance. Key attributes: all terrain, high performance, heavy duty, oem grade, compact.",568.34,all-terrain|high-performance|heavy-duty|oem-grade|compact,0.4674,0.00011889159187698878,0,2025-05-13,0.2636
568,Pistonworks Lite Lubricant 311,Automotive,Lubricants,Pistonworks,"Pistonworks Lite Lubricants built for daily use. This Automotive product features anti rust and universal fit construction. Part of the Pistonworks Lubricants range, it is designed for frequent travellers who want reliable lubricants performance. Key attributes: anti rust, universal fit, weatherproof, oem grade.",2598.05,anti-rust|universal-fit|weatherproof|oem-grade,0.5671,0.00031809031435998047,0,2025-11-15,0.724
569,Coppernest Pro Storage 570,Home & Kitchen,Storage,Coppernest,"Coppernest Pro Storage built for gifting. This Home & Kitchen product features eco friendly and dishwasher safe construction. Part of the Coppernest Storage range, it is designed for families who want reliable storage performance. Key attributes: eco friendly, dishwasher safe, space saving, minimalist, non stick.",1399.75,eco-friendly|dishwasher-safe|space-saving|minimalist|non-stick,0.5967,9.57445966008857e-05,0,2026-05-06,0.5332
570,Verdant Essential Sunglasse 361,Fashion,Sunglasses,Verdant,"Verdant Essential Sunglasses built for professional use. This Fashion product features cotton and slim fit construction. Part of the Verdant Sunglasses range, it is designed for students who want reliable sunglasses performance. Key attributes: cotton, slim fit, casual, formal.",894.57,cotton|slim-fit|casual|formal,0.7044,2.0765126269555403e-07,1,2026-06-30,0.3916
571,Nutrify Signature Wellness Tech 732,Health & Wellness,Wellness Tech,Nutrify,"Nutrify Signature Wellness Tech built for gifting. This Health & Wellness product features portable and daily use construction. Part of the Nutrify Wellness Tech range, it is designed for professionals who want reliable wellness tech performance. Key attributes: portable, daily use, iso certified, sugar free, hypoallergenic.",1893.41,portable|daily-use|iso-certified|sugar-free|hypoallergenic,0.4536,8.418003968870723e-05,0,2024-10-15,0.6356
572,Purefarm Everyday Baking 248,Grocery & Gourmet,Baking,Purefarm,"Purefarm Everyday Baking built for daily use. This Grocery & Gourmet product features artisanal and no preservatives construction. Part of the Purefarm Baking range, it is designed for value-conscious shoppers who want reliable baking performance. Key attributes: artisanal, no preservatives, high protein.",947.32,artisanal|no-preservatives|high-protein,0.8449,0.00019980301104362806,0,2024-08-22,0.4108
573,Foliopress Pro Fiction 661,Books & Media,Fiction,Foliopress,"Foliopress Pro Fiction built for long-term use. This Books & Media product features translated and paperback construction. Part of the Foliopress Fiction range, it is designed for families who want reliable fiction performance. Key attributes: translated, paperback, beginner friendly.",99.0,translated|paperback|beginner-friendly,0.7142,6.955627311975723e-05,0,2025-03-18,0.0154
574,Hearthline Prime Bedding 683,Home & Kitchen,Bedding,Hearthline,"Hearthline Prime Bedding built for home use. This Home & Kitchen product features non stick and stainless steel construction. Part of the Hearthline Bedding range, it is designed for enthusiasts who want reliable bedding performance. Key attributes: non stick, stainless steel, energy efficient.",2297.69,non-stick|stainless-steel|energy-efficient,0.9274,5.900708857836878e-05,0,2025-05-25,0.6876
575,Curaleaf Everyday Vision Care 698,Health & Wellness,Vision Care,Curaleaf,"Curaleaf Everyday Vision Care built for professional use. This Health & Wellness product features daily use and doctor recommended construction. Part of the Curaleaf Vision Care range, it is designed for value-conscious shoppers who want reliable vision care performance. Key attributes: daily use, doctor recommended, iso certified, ayurvedic.",1441.59,daily-use|doctor-recommended|iso-certified|ayurvedic,0.4581,9.466176209381013e-05,0,2025-12-15,0.5418
576,Orchardly Advanced Snack 446,Grocery & Gourmet,Snacks,Orchardly,"Orchardly Advanced Snacks built for daily use. This Grocery & Gourmet product features gluten free and organic construction. Part of the Orchardly Snacks range, it is designed for families who want reliable snacks performance. Key attributes: gluten free, organic, no preservatives, single origin.",120.7,gluten-free|organic|no-preservatives|single-origin,0.8556,0.00036063226569342413,0,2024-09-27,0.0236
577,Casaform Essential Bedding 605,Home & Kitchen,Bedding,Casaform,"Casaform Essential Bedding built for home use. This Home & Kitchen product features eco friendly and handcrafted construction. Part of the Casaform Bedding range, it is designed for families who want reliable bedding performance. Key attributes: eco friendly, handcrafted, premium finish.",798.61,eco-friendly|handcrafted|premium-finish,0.6345,0.00025018955752153236,0,2025-06-17,0.3628
578,Dermivia Pro Haircare 743,Beauty & Personal Care,Haircare,Dermivia,"Dermivia Pro Haircare built for everyday convenience. This Beauty & Personal Care product features fragrance free and hydrating construction. Part of the Dermivia Haircare range, it is designed for first-time buyers who want reliable haircare performance. Key attributes: fragrance free, hydrating, organic, sensitive skin.",179.78,fragrance-free|hydrating|organic|sensitive-skin,0.5743,8.847553850148774e-05,0,2025-02-04,0.0548
579,Kravix Prime Gaming Console 350,Electronics,Gaming Consoles,Kravix,"Kravix Prime Gaming Consoles built for outdoor use. This Electronics product features bluetooth and high resolution construction. Part of the Kravix Gaming Consoles range, it is designed for value-conscious shoppers who want reliable gaming consoles performance. Key attributes: bluetooth, high resolution, touchscreen, gaming, professional.",5625.15,bluetooth|high-resolution|touchscreen|gaming|professional,0.6885,0.00012798332216233413,0,2024-11-20,0.8676
580,Autoloom Heritage Car Care 850,Automotive,Car Care,Autoloom,"Autoloom Heritage Car Care built for home use. This Automotive product features oem grade and high performance construction. Part of the Autoloom Car Care range, it is designed for gift shoppers who want reliable car care performance. Key attributes: oem grade, high performance, universal fit.",2510.96,oem-grade|high-performance|universal-fit,0.7552,0.0001864091134986816,0,2025-07-09,0.7116
581,Torqline Everyday Tyre 785,Automotive,Tyres,Torqline,"Torqline Everyday Tyres built for daily use. This Automotive product features high performance and universal fit construction. Part of the Torqline Tyres range, it is designed for professionals who want reliable tyres performance. Key attributes: high performance, universal fit, oem grade, all terrain, impact resistant.",1086.87,high-performance|universal-fit|oem-grade|all-terrain|impact-resistant,0.8345,0.0008615231573814753,0,2025-10-10,0.4524
582,Coppernest Pro Dinnerware 394,Home & Kitchen,Dinnerware,Coppernest,"Coppernest Pro Dinnerware built for professional use. This Home & Kitchen product features energy efficient and modular construction. Part of the Coppernest Dinnerware range, it is designed for value-conscious shoppers who want reliable dinnerware performance. Key attributes: energy efficient, modular, eco friendly, premium finish.",1864.82,energy-efficient|modular|eco-friendly|premium-finish,0.865,0.00016475303334795757,0,2025-07-05,0.6316
583,Urbanknot Studio Sunglasse 426,Fashion,Sunglasses,Urbanknot,"Urbanknot Studio Sunglasses built for daily use. This Fashion product features leather and formal construction. Part of the Urbanknot Sunglasses range, it is designed for families who want reliable sunglasses performance. Key attributes: leather, formal, printed, lightweight, casual.",1521.63,leather|formal|printed|lightweight|casual,0.4209,0.0006725524067382576,0,2024-09-04,0.5616
584,Urbanknot Heritage Handbag 309,Fashion,Handbags,Urbanknot,"Urbanknot Heritage Handbags built for daily use. This Fashion product features leather and seasonal construction. Part of the Urbanknot Handbags range, it is designed for frequent travellers who want reliable handbags performance. Key attributes: leather, seasonal, sustainable.",1270.37,leather|seasonal|sustainable,0.6795,0.00011553315388529633,0,2025-01-05,0.5056
585,Silkroute Advanced Men's Clothing 367,Fashion,Men's Clothing,Silkroute,"Silkroute Advanced Men's Clothing built for gifting. This Fashion product features seasonal and sustainable construction. Part of the Silkroute Men's Clothing range, it is designed for gift shoppers who want reliable men's clothing performance. Key attributes: seasonal, sustainable, formal, lightweight, slim fit.",1211.72,seasonal|sustainable|formal|lightweight|slim-fit,0.6074,0.0004439342519760341,0,2025-01-26,0.4888
586,Herbwell Advanced Orthopaedic 993,Health & Wellness,Orthopaedic,Herbwell,"Herbwell Advanced Orthopaedic built for long-term use. This Health & Wellness product features portable and sports nutrition construction. Part of the Herbwell Orthopaedic range, it is designed for frequent travellers who want reliable orthopaedic performance. Key attributes: portable, sports nutrition, daily use, doctor recommended.",3321.42,portable|sports-nutrition|daily-use|doctor-recommended,0.6222,6.922941115109633e-05,0,2025-10-16,0.7812
587,Spicehaus Advanced Baking 637,Grocery & Gourmet,Baking,Spicehaus,"Spicehaus Advanced Baking built for daily use. This Grocery & Gourmet product features farm sourced and sugar free construction. Part of the Spicehaus Baking range, it is designed for gift shoppers who want reliable baking performance. Key attributes: farm sourced, sugar free, single origin.",190.93,farm-sourced|sugar-free|single-origin,0.9067,0.0012970666433133966,0,2025-10-15,0.0612
588,Nordhaus Everyday Cookware 685,Home & Kitchen,Cookware,Nordhaus,"Nordhaus Everyday Cookware built for long-term use. This Home & Kitchen product features space saving and minimalist construction. Part of the Nordhaus Cookware range, it is designed for professionals who want reliable cookware performance. Key attributes: space saving, minimalist, durable, energy efficient, premium finish.",1982.6,space-saving|minimalist|durable|energy-efficient|premium-finish,0.6946,0.00027822972744808924,0,2025-05-19,0.646
589,Volante Elite Camera 470,Electronics,Cameras,Volante,"Volante Elite Cameras built for outdoor use. This Electronics product features fast charging and high resolution construction. Part of the Volante Cameras range, it is designed for enthusiasts who want reliable cameras performance. Key attributes: fast charging, high resolution, waterproof, wireless.",24411.02,fast-charging|high-resolution|waterproof|wireless,0.6961,0.0013811722293461295,0,2026-05-12,0.9904
590,Denimworks Heritage Ethnic Wear 124,Fashion,Ethnic Wear,Denimworks,"Denimworks Heritage Ethnic Wear built for everyday convenience. This Fashion product features printed and casual construction. Part of the Denimworks Ethnic Wear range, it is designed for students who want reliable ethnic wear performance. Key attributes: printed, casual, leather, formal.",2145.38,printed|casual|leather|formal,0.6924,9.897580239994212e-05,0,2026-03-09,0.672
591,Spicehaus Everyday Breakfast 435,Grocery & Gourmet,Breakfast,Spicehaus,"Spicehaus Everyday Breakfast built for outdoor use. This Grocery & Gourmet product features single origin and wholegrain construction. Part of the Spicehaus Breakfast range, it is designed for students who want reliable breakfast performance. Key attributes: single origin, wholegrain, artisanal, high protein.",333.82,single-origin|wholegrain|artisanal|high-protein,0.3899,0.00014613951874152474,0,2025-05-02,0.1508
592,Marlowe Studio Men's Clothing 176,Fashion,Men's Clothing,Marlowe,"Marlowe Studio Men's Clothing built for gifting. This Fashion product features sustainable and leather construction. Part of the Marlowe Men's Clothing range, it is designed for value-conscious shoppers who want reliable men's clothing performance. Key attributes: sustainable, leather, breathable, lightweight.",601.76,sustainable|leather|breathable|lightweight,0.5629,0.0003951005159669987,0,2024-11-20,0.2748
593,Claypeak Elite Furniture 845,Home & Kitchen,Furniture,Claypeak,"Claypeak Elite Furniture built for home use. This Home & Kitchen product features minimalist and premium finish construction. Part of the Claypeak Furniture range, it is designed for frequent travellers who want reliable furniture performance. Key attributes: minimalist, premium finish, compact, energy efficient.",2267.87,minimalist|premium-finish|compact|energy-efficient,0.7268,1.297836466446918e-07,1,2026-06-22,0.6848
594,Medipeak Everyday Vision Care 552,Health & Wellness,Vision Care,Medipeak,"Medipeak Everyday Vision Care built for home use. This Health & Wellness product features portable and rechargeable construction. Part of the Medipeak Vision Care range, it is designed for value-conscious shoppers who want reliable vision care performance. Key attributes: portable, rechargeable, clinically tested.",1986.03,portable|rechargeable|clinically-tested,0.7211,0.0008653436569390597,0,2025-10-10,0.6476
595,Bindery Essential Magazine 939,Books & Media,Magazines,Bindery,"Bindery Essential Magazines built for everyday convenience. This Books & Media product features series and hardcover construction. Part of the Bindery Magazines range, it is designed for gift shoppers who want reliable magazines performance. Key attributes: series, hardcover, collectible, award winning, illustrated.",457.95,series|hardcover|collectible|award-winning|illustrated,0.8155,0.00023070391445448484,0,2025-01-18,0.212
596,Gearhaus Everyday Tool 469,Automotive,Tools,Gearhaus,"Gearhaus Everyday Tools built for professional use. This Automotive product features impact resistant and high performance construction. Part of the Gearhaus Tools range, it is designed for frequent travellers who want reliable tools performance. Key attributes: impact resistant, high performance, oem grade, heavy duty, compact.",1580.98,impact-resistant|high-performance|oem-grade|heavy-duty|compact,0.5726,8.383423660647294e-05,0,2026-01-25,0.5748
597,Lumitek Signature Tablet 169,Electronics,Tablets,Lumitek,"Lumitek Signature Tablets built for everyday convenience. This Electronics product features high resolution and professional construction. Part of the Lumitek Tablets range, it is designed for students who want reliable tablets performance. Key attributes: high resolution, professional, wireless, bluetooth, touchscreen.",3464.37,high-resolution|professional|wireless|bluetooth|touchscreen,0.764,0.00025909578645897204,0,2026-03-22,0.7876
598,Everhome Studio Home Decor 401,Home & Kitchen,Home Decor,Everhome,"Everhome Studio Home Decor built for long-term use. This Home & Kitchen product features handcrafted and premium finish construction. Part of the Everhome Home Decor range, it is designed for enthusiasts who want reliable home decor performance. Key attributes: handcrafted, premium finish, durable.",617.02,handcrafted|premium-finish|durable,0.6619,0.00010199860968577895,0,2024-12-22,0.284
599,Bioform Classic Medical Device 301,Health & Wellness,Medical Devices,Bioform,"Bioform Classic Medical Devices built for travel. This Health & Wellness product features doctor recommended and immunity construction. Part of the Bioform Medical Devices range, it is designed for first-time buyers who want reliable medical devices performance. Key attributes: doctor recommended, immunity, sugar free, rechargeable, iso certified.",6090.99,doctor-recommended|immunity|sugar-free|rechargeable|iso-certified,0.583,1.4035336400445855e-07,1,2026-06-16,0.8816
600,Drivemax Pro Bike Accessorie 162,Automotive,Bike Accessories,Drivemax,"Drivemax Pro Bike Accessories built for gifting. This Automotive product features high performance and certified construction. Part of the Drivemax Bike Accessories range, it is designed for first-time buyers who want reliable bike accessories performance. Key attributes: high performance, certified, heavy duty, weatherproof, compact.",927.89,high-performance|certified|heavy-duty|weatherproof|compact,0.777,0.00017158557781791573,0,2026-03-26,0.4036
601,Fieldnote Essential Dry Fruit 201,Grocery & Gourmet,Dry Fruits,Fieldnote,"Fieldnote Essential Dry Fruits built for gifting. This Grocery & Gourmet product features gluten free and resealable construction. Part of the Fieldnote Dry Fruits range, it is designed for families who want reliable dry fruits performance. Key attributes: gluten free, resealable, single origin, vegan.",193.9,gluten-free|resealable|single-origin|vegan,0.8025,0.0005212841748141364,0,2025-03-05,0.064
602,Foliopress Heritage Magazine 283,Books & Media,Magazines,Foliopress,"Foliopress Heritage Magazines built for everyday convenience. This Books & Media product features bestseller and illustrated construction. Part of the Foliopress Magazines range, it is designed for first-time buyers who want reliable magazines performance. Key attributes: bestseller, illustrated, translated, collectible.",778.98,bestseller|illustrated|translated|collectible,0.5857,0.00022412934413811402,0,2024-07-25,0.356
603,Marlowe Max Sunglasse 476,Fashion,Sunglasses,Marlowe,"Marlowe Max Sunglasses built for everyday convenience. This Fashion product features formal and breathable construction. Part of the Marlowe Sunglasses range, it is designed for families who want reliable sunglasses performance. Key attributes: formal, breathable, casual, slim fit.",5908.11,formal|breathable|casual|slim-fit,0.817,3.5565588200778454e-07,1,2026-06-27,0.8788
604,Margin Everyday Fiction 522,Books & Media,Fiction,Margin,"Margin Everyday Fiction built for gifting. This Books & Media product features beginner friendly and collectible construction. Part of the Margin Fiction range, it is designed for families who want reliable fiction performance. Key attributes: beginner friendly, collectible, reference, paperback.",221.76,beginner-friendly|collectible|reference|paperback,0.8591,0.0002272009945240671,0,2025-01-27,0.0852
605,Byteforge Compact Tablet 519,Electronics,Tablets,Byteforge,"Byteforge Compact Tablets built for everyday convenience. This Electronics product features fast charging and voice assistant construction. Part of the Byteforge Tablets range, it is designed for families who want reliable tablets performance. Key attributes: fast charging, voice assistant, noise cancelling, professional.",4380.75,fast-charging|voice-assistant|noise-cancelling|professional,0.617,2.7016708862203613e-07,1,2026-06-04,0.8272
606,Denimworks Advanced Men's Clothing 273,Fashion,Men's Clothing,Denimworks,"Denimworks Advanced Men's Clothing built for home use. This Fashion product features printed and cotton construction. Part of the Denimworks Men's Clothing range, it is designed for gift shoppers who want reliable men's clothing performance. Key attributes: printed, cotton, everyday.",1043.62,printed|cotton|everyday,0.8141,8.44120044738799e-05,0,2024-12-22,0.438
607,Peakstride Everyday Camping Gear 611,Sports & Outdoors,Camping Gear,Peakstride,"Peakstride Everyday Camping Gear built for everyday convenience. This Sports & Outdoors product features professional and weather resistant construction. Part of the Peakstride Camping Gear range, it is designed for frequent travellers who want reliable camping gear performance. Key attributes: professional, weather resistant, anti slip.",399.0,professional|weather-resistant|anti-slip,0.7546,0.0026268030596051724,0,2025-06-29,0.1814
